title,author,letter,entry_number,title_length,author_last_name,genre_hints
You Can't Make This Up,Al Michaels,Y,86,22,Michaels,General Fiction
Fugitive Pieces,Anne Michaels,F,80,15,Michaels,General Fiction
Centennial,James A. Michener,C,19,10,Michener,General Fiction
The Changeling,Thomas Middleton,T,77,14,Middleton,General Fiction
The Revenger's Tragedy,Thomas Middleton,T,70,22,Middleton,General Fiction
The Roaring Girl,Thomas Middleton,T,76,16,Middleton,General Fiction
The Boneshaker,Kate Milford,B,79,14,Milford,General Fiction
The Zelda Fitzgerald,Nancy Milford,Z,30,20,Milford,General Fiction
The Dog Whisperer,Cesar Millan,D,86,17,Millan,General Fiction
The Good Fairies of New York,Martin Millar,G,89,28,Millar,General Fiction
The Optimists,Andrew Miller,O,56,13,Miller,General Fiction
The Year of Reading Dangerously,Andy Miller,Y,77,31,Miller,General Fiction
Death of a Salesman,Arthur Miller,D,5,19,Miller,General Fiction
The Crucible,Arthur Miller,C,27,12,Miller,General Fiction
Know My Name,Chanel Miller,K,86,12,Miller,General Fiction
The Jungle Effect,Daphne Miller,J,50,17,Miller,General Fiction
Blue Like Jazz,Donald Miller,B,68,14,Miller,General Fiction
Circe,Madeline Miller,C,85,5,Miller,General Fiction
The Song of Achilles,Madeline Miller,S,68,20,Miller,General Fiction
The Good Mother,Sue Miller,G,61,15,Miller,General Fiction
The Knife Thrower,Steven Millhauser,K,77,17,Millhauser,General Fiction
The House at Pooh Corner,A.A. Milne,H,63,24,Milne,General Fiction
Winnie-the-Pooh,A.A. Milne,W,45,15,Milne,General Fiction
Paradise Lost,John Milton,P,13,13,Milton,General Fiction
The Dinosaur Lords,Victor Milán,D,73,18,Milán,General Fiction
Empress Orchid,Anchee Min,E,96,14,Min,General Fiction
Lud-in-the-Mist,Hope Mirrlees,L,89,15,Mirrlees,General Fiction
Family Matters,Rohinton Mistry,F,56,14,Mistry,General Fiction
Deep End of the Ocean,Jacquelyn Mitchard,D,33,21,Mitchard,General Fiction
Cloud Atlas,David Mitchell,C,14,11,Mitchell,General Fiction
The Bone Clocks,David Mitchell,B,69,15,Mitchell,General Fiction
Up in the Old Hotel,Joseph Mitchell,U,55,19,Mitchell,General Fiction
Gone with the Wind,Margaret Mitchell,G,1,18,Mitchell,General Fiction
The Pursuit of Love,Nancy Mitford,P,97,19,Mitford,Romance
King Rat,China Miéville,K,41,8,Miéville,General Fiction
House Made of Dawn,N. Scott Momaday,H,83,18,Momaday,General Fiction
The Highlander's Touch,Karen Marie Moning,H,71,22,Moning,General Fiction
The Butterfly's Daughter,Mary Alice Monroe,B,77,24,Monroe,General Fiction
Essays,Michel de Montaigne,E,86,6,Montaigne,General Fiction
Anne of Green Gables,L.M. Montgomery,A,32,20,Montgomery,General Fiction
Purple America,Rick Moody,P,86,14,Moody,General Fiction
The Ice Storm,Rick Moody,I,50,13,Moody,General Fiction
Jerusalem,Alan Moore,J,36,9,Moore,General Fiction
League of Extraordinary Gentlemen,Alan Moore,L,36,33,Moore,General Fiction
V for Vendetta,Alan Moore,V,10,14,Moore,General Fiction
The Lonely Passion of Judith Hearne,Brian Moore,L,94,35,Moore,General Fiction
Zero Hour in Phnom Penh,Christopher G. Moore,Z,73,23,Moore,General Fiction
Fluke,Christopher Moore,F,48,5,Moore,General Fiction
The Night Before Christmas,Clement Clarke Moore,N,74,26,Moore,Science Fiction
The Last Days of Night,Graham Moore,L,61,22,Moore,General Fiction
Farenheit 9/11,Michael Moore,F,39,14,Moore,General Fiction
The Hundred-Foot Journey,Richard C. Morais,H,91,24,Morais,General Fiction
Madame Tussaud,Michelle Moran,M,82,14,Moran,General Fiction
Utopia,Thomas More,U,33,6,More,General Fiction
The Night Portrait,Laura Morelli,N,70,18,Morelli,General Fiction
Night Circus,Erin Morgenstern,N,20,12,Morgenstern,General Fiction
The Year of Secret Assignments,Jaclyn Moriarty,Y,61,30,Moriarty,General Fiction
Nine Perfect Strangers,Liane Moriarty,N,66,22,Moriarty,General Fiction
The Husband's Secret,Liane Moriarty,H,86,20,Moriarty,General Fiction
The Unknown Known,Errol Morris,U,99,17,Morris,General Fiction
Venice,Jan Morris,V,39,6,Morris,General Fiction
Vermont,Jan Morris,V,86,7,Morris,General Fiction
Beloved,Toni Morrison,B,3,7,Morrison,Romance
Paradise,Toni Morrison,P,99,8,Morrison,General Fiction
The Bluest Eye,Toni Morrison,B,11,14,Morrison,General Fiction
Quite Honestly,John Mortimer,Q,28,14,Mortimer,General Fiction
The Lake House,Kate Morton,L,43,14,Morton,General Fiction
Hopeful Monsters,Nicholas Mosley,H,78,16,Mosley,General Fiction
Devil in a Blue Dress,Walter Mosley,D,23,21,Mosley,General Fiction
Never Cry Wolf,Farley Mowat,N,75,14,Mowat,General Fiction
Me Before You,Jojo Moyes,M,28,13,Moyes,General Fiction
"In Other Rooms, Other Wonders",Daniyal Mueenuddin,I,94,29,Mueenuddin,General Fiction
The Emperor of All Maladies,Siddhartha Mukherjee,E,37,27,Mukherjee,General Fiction
Cities of Salt,Abdul Rahman Munif,C,32,14,Munif,General Fiction
The View from Castle Rock,Alice Munro,V,57,25,Munro,General Fiction
A Wild Sheep Chase,Haruki Murakami,A,66,18,Murakami,General Fiction
After Dark,Haruki Murakami,A,72,10,Murakami,General Fiction
Hard-Boiled Wonderland,Haruki Murakami,H,59,22,Murakami,General Fiction
Kafka on the Shore,Haruki Murakami,K,4,18,Murakami,General Fiction
Norwegian Wood,Haruki Murakami,N,17,14,Murakami,General Fiction
The Elephant Vanishes,Haruki Murakami,E,54,21,Murakami,General Fiction
What I Talk About When I Talk About Running,Haruki Murakami,W,64,43,Murakami,General Fiction
The Good Apprentice,Iris Murdoch,G,88,19,Murdoch,General Fiction
Skippy Dies,Paul Murray,S,34,11,Murray,General Fiction
Venice Beach,William Murray,V,65,12,Murray,General Fiction
Monster,Walter Dean Myers,M,20,7,Myers,General Fiction
Dewey,Vicki Myron,D,80,5,Myron,General Fiction
Embers,Sándor Márai,E,94,6,Márai,General Fiction
Love in the Time of Cholera,Gabriel García Márquez,L,9,27,Márquez,Romance
No One Writes to the Colonel,Gabriel García Márquez,N,33,28,Márquez,General Fiction
Of Love and Other Demons,Gabriel García Márquez,O,71,24,Márquez,Romance
One Hundred Years of Solitude,Gabriel García Márquez,O,2,29,Márquez,General Fiction
The General in His Labyrinth,Gabriel García Márquez,G,43,28,Márquez,General Fiction
Laughter in the Dark,Vladimir Nabokov,L,25,20,Nabokov,General Fiction
Lolita,Vladimir Nabokov,L,4,6,Nabokov,General Fiction
Pale Fire,Vladimir Nabokov,P,34,9,Nabokov,General Fiction
Pnin,Vladimir Nabokov,P,32,4,Nabokov,General Fiction
The Defense,Vladimir Nabokov,D,60,11,Nabokov,General Fiction
Van Gogh,Steven Naifeh,V,50,8,Naifeh,General Fiction
A House for Mr. Biswas,V.S. Naipaul,A,39,22,Naipaul,General Fiction
The Enigma of Arrival,V.S. Naipaul,E,39,21,Naipaul,General Fiction
The English Teacher,R.K. Narayan,E,41,19,Narayan,General Fiction
A Beautiful Mind,Sylvia Nasar,A,47,16,Nasar,General Fiction
Mama Day,Gloria Naylor,M,53,8,Naylor,General Fiction
The End of Power,Moisés Naím,E,69,16,Naím,General Fiction
I'll Give You the Sun,Jandy Nelson,I,33,21,Nelson,General Fiction
On the Road Again,Willie Nelson,O,74,17,Nelson,General Fiction
The Five Children and It,E. Nesbit,F,98,24,Nesbit,Children
The Redbreast,Jo Nesbø,R,94,13,Nesbø,General Fiction
The Untouchables,Eliot Ness,U,10,16,Ness,General Fiction
The Knife of Never Letting Go,Patrick Ness,K,44,29,Ness,General Fiction
The Ritual,Adam Nevill,R,32,10,Nevill,General Fiction
Everything I Never Told You,Celeste Ng,E,38,27,Ng,General Fiction
Little Fires Everywhere,Celeste Ng,L,38,23,Ng,Children
The Committed,Viet Thanh Nguyen,C,80,13,Nguyen,General Fiction
The Sympathizer,Viet Thanh Nguyen,S,41,15,Nguyen,General Fiction
One Day,David Nicholls,O,18,7,Nicholls,General Fiction
The Death of Expertise,Tom Nichols,D,90,22,Nichols,General Fiction
Genealogy of Morals,Friedrich Nietzsche,G,74,19,Nietzsche,General Fiction
The Night Bookmobile,Audrey Niffenegger,N,82,20,Niffenegger,General Fiction
The Time Traveler's Wife,Audrey Niffenegger,T,23,24,Niffenegger,General Fiction
Born a Crime,Trevor Noah,B,45,12,Noah,Mystery/Crime
The Knowledge-Creating Company,Ikujiro Nonaka,K,25,30,Nonaka,General Fiction
The Design of Everyday Things,Don Norman,D,88,29,Norman,General Fiction
Unraveling,Elizabeth Norris,U,94,10,Norris,General Fiction
The Octopus,Frank Norris,O,87,11,Norris,General Fiction
The Whisper Man,Alex North,W,85,15,North,General Fiction
One More Thing,B.J. Novak,O,59,14,Novak,General Fiction
The Hundred Days,Patrick O'Brian,H,84,16,O'Brian,General Fiction
The Yellow Admiral,Patrick O'Brian,Y,41,18,O'Brian,General Fiction
The Things They Carried,Tim O'Brien,T,38,23,O'Brien,General Fiction
Woe Is I,Patricia T. O'Conner,W,95,8,O'Conner,General Fiction
A Good Man Is Hard to Find,Flannery O'Connor,A,23,26,O'Connor,General Fiction
The Violent Bear It Away,Flannery O'Connor,V,12,24,O'Connor,General Fiction
Wise Blood,Flannery O'Connor,W,36,10,O'Connor,General Fiction
Island of the Blue Dolphins,Scott O'Dell,I,27,27,O'Dell,General Fiction
Hamnet,Maggie O'Farrell,H,95,6,O'Farrell,General Fiction
Into the Heart of Borneo,Redmond O'Hanlon,I,43,24,O'Hanlon,Romance
The Night Country,Stewart O'Nan,N,51,17,O'Nan,General Fiction
Long Day's Journey Into Night,Eugene O'Neill,L,12,29,O'Neill,General Fiction
The Iceman Cometh,Eugene O'Neill,I,11,17,O'Neill,General Fiction
Netherland,Joseph O'Neill,N,73,10,O'Neill,General Fiction
Killing Kennedy,Bill O'Reilly,K,43,15,O'Reilly,General Fiction
Killing Lincoln,Bill O'Reilly,K,23,15,O'Reilly,General Fiction
Killing Patton,Bill O'Reilly,K,48,14,O'Reilly,General Fiction
Killing Reagan,Bill O'Reilly,K,84,14,O'Reilly,General Fiction
I'll Take You There,Joyce Carol Oates,I,73,19,Oates,General Fiction
"Where Are You Going, Where Have You Been?",Joyce Carol Oates,W,16,41,Oates,General Fiction
Dreams from My Father,Barack Obama,D,11,21,Obama,General Fiction
Becoming,Michelle Obama,B,20,8,Obama,General Fiction
The Memory Police,Yoko Ogawa,M,40,17,Ogawa,General Fiction
Before I Fall,Lauren Oliver,B,73,13,Oliver,General Fiction
Delirium,Lauren Oliver,D,74,8,Oliver,General Fiction
In the Skin of a Lion,Michael Ondaatje,I,47,21,Ondaatje,General Fiction
The English Patient,Michael Ondaatje,E,3,19,Ondaatje,General Fiction
The English Patient,Michael Ondaatje,T,50,19,Ondaatje,General Fiction
The Zeppelin's Passenger,E. Phillips Oppenheim,Z,38,24,Oppenheim,General Fiction
The Elusive Pimpernel,Baroness Orczy,E,71,21,Orczy,General Fiction
The Invisible Bridge,Julie Orringer,I,46,20,Orringer,General Fiction
1984,George Orwell,N,1,4,Orwell,General Fiction
Animal Farm,George Orwell,A,2,11,Orwell,General Fiction
Down and Out in Paris and London,George Orwell,D,65,32,Orwell,General Fiction
Keep the Aspidistra Flying,George Orwell,K,32,26,Orwell,General Fiction
Nineteen Eighty-Four,George Orwell,N,2,20,Orwell,General Fiction
Zombie Spaceship Wasteland,Patton Oswalt,Z,35,26,Oswalt,Science Fiction
The Buddha in the Attic,Julie Otsuka,B,39,23,Otsuka,General Fiction
When the Emperor Was Divine,Julie Otsuka,W,82,27,Otsuka,General Fiction
Metamorphoses,Ovid,M,32,13,Ovid,General Fiction
The Quick,Lauren Owen,Q,53,9,Owen,General Fiction
Where the Crawdads Sing,Delia Owens,W,5,23,Owens,General Fiction
The Kalahari Safari,Mark Owens,K,91,19,Owens,General Fiction
Houseboy,Ferdinand Oyono,H,62,8,Oyono,General Fiction
The Puttermesser Papers,Cynthia Ozick,P,73,23,Ozick,General Fiction
The Year of the Hare,Arto Paasilinna,Y,69,20,Paasilinna,General Fiction
The Dive from Clausen's Pier,Ann Packer,D,22,28,Packer,General Fiction
Drinking Coffee Elsewhere,ZZ Packer,D,29,25,Packer,General Fiction
The Gnostic Gospels,Elaine Pagels,G,21,19,Pagels,General Fiction
Wonder,R.J. Palacio,W,6,6,Palacio,General Fiction
Damned,Chuck Palahniuk,D,97,6,Palahniuk,General Fiction
Fight Club,Chuck Palahniuk,F,4,10,Palahniuk,General Fiction
Lullaby,Chuck Palahniuk,L,41,7,Palahniuk,General Fiction
The Quincunx,Charles Palliser,Q,24,12,Palliser,General Fiction
The Resident,Michael Palmer,R,26,12,Palmer,General Fiction
My Name is Red,Orhan Pamuk,M,62,14,Pamuk,General Fiction
Eragon,Christopher Paolini,E,15,6,Paolini,General Fiction
Inheritance,Christopher Paolini,I,79,11,Paolini,General Fiction
Bitter Medicine,Sara Paretsky,B,93,15,Paretsky,General Fiction
The Kite Fighters,Linda Sue Park,K,55,17,Park,General Fiction
The Liberated,C.L. Parker,L,52,13,Parker,General Fiction
The Dogs of Babel,Carolyn Parkhurst,D,36,17,Parkhurst,General Fiction
Vigilante,Robin Parrish,V,58,9,Parrish,General Fiction
U.S.A.,John Dos Passos,U,8,6,Passos,General Fiction
USA,John Dos Passos,U,6,3,Passos,General Fiction
Doctor Zhivago,Boris Pasternak,D,6,14,Pasternak,General Fiction
The Journal of Albion Moonlight,Kenneth Patchen,J,74,31,Patchen,General Fiction
Bel Canto,Ann Patchett,B,27,9,Patchett,General Fiction
State of Wonder,Ann Patchett,S,90,15,Patchett,General Fiction
Renaissance,Walter Pater,R,72,11,Pater,General Fiction
Jacob Have I Loved,Katherine Paterson,J,13,18,Paterson,Romance
"Cry, the Beloved Country",Alan Paton,C,15,24,Paton,Romance
Kiss the Girls,James Patterson,K,22,14,Patterson,General Fiction
Maximum Ride,James Patterson,M,84,12,Patterson,General Fiction
The Jester,James Patterson,J,10,10,Patterson,General Fiction
Zoo,James Patterson,Z,6,3,Patterson,General Fiction
Hatchet,Gary Paulsen,H,42,7,Paulsen,General Fiction
The Last Lecture,Randy Pausch,L,97,16,Pausch,General Fiction
The Dream of Scipio,Iain Pears,D,49,19,Pears,General Fiction
The Retreat,Sarah Pearse,R,89,11,Pearse,General Fiction
Happy People Are Annoying,Josh Peck,H,52,25,Peck,General Fiction
The Road Less Traveled,M. Scott Peck,R,17,22,Peck,General Fiction
Omon Ra,Victor Pelevin,O,46,7,Pelevin,General Fiction
The Queen's Man,Sharon Kay Penman,Q,55,15,Penman,General Fiction
Clementine,Sara Pennypacker,C,89,10,Pennypacker,General Fiction
The Emperor's New Mind,Roger Penrose,E,21,22,Penrose,General Fiction
The Moviegoer,Walker Percy,M,42,13,Percy,General Fiction
Joe College,Tom Perrotta,J,25,11,Perrotta,General Fiction
The Essex Serpent,Sarah Perry,E,35,17,Perry,General Fiction
North of Normal,Cea Sunrise Person,N,48,15,Person,General Fiction
The Zen of Python,Tim Peters,Z,100,17,Peters,General Fiction
Out Stealing Horses,Per Petterson,O,79,19,Petterson,General Fiction
In the Heart of the Sea,Nathaniel Philbrick,I,71,23,Philbrick,Romance
The Young Man and the Sea,Rodman Philbrick,Y,23,25,Philbrick,General Fiction
Quiet Dell,Jayne Anne Phillips,Q,40,10,Phillips,General Fiction
Zen and the Art of Poker,Larry Phillips,Z,87,24,Phillips,General Fiction
Unrequited,Lisa A. Phillips,U,25,10,Phillips,General Fiction
Kiss an Angel,Susan Elizabeth Phillips,K,60,13,Phillips,General Fiction
Nobody's Baby But Mine,Susan Elizabeth Phillips,N,68,22,Phillips,General Fiction
Yann Martel,Life of Pi,Y,6,11,Pi,General Fiction
Keeping Faith,Jodi Picoult,K,100,13,Picoult,General Fiction
My Sister's Keeper,Jodi Picoult,M,48,18,Picoult,General Fiction
Nineteen Minutes,Jodi Picoult,N,100,16,Picoult,General Fiction
Small Great Things,Jodi Picoult,S,47,18,Picoult,General Fiction
The House Rules,Jodi Picoult,H,60,15,Picoult,General Fiction
The Pact,Jodi Picoult,P,84,8,Picoult,General Fiction
Vida,Marge Piercy,V,17,4,Piercy,General Fiction
The Village Effect,Susan Pinker,V,42,18,Pinker,General Fiction
Yoga and the Art of Motorcycle Maintenance,Robert M. Pirsig,Y,36,42,Pirsig,General Fiction
Zen and the Art of Motorcycle Maintenance,Robert M. Pirsig,Z,1,41,Pirsig,General Fiction
The Queen's Secret,Jean Plaidy,Q,93,18,Plaidy,General Fiction
Johnny Panic and the Bible of Dreams,Sylvia Plath,J,83,36,Plath,General Fiction
The Bell Jar,Sylvia Plath,B,2,12,Plath,General Fiction
The Bell Jar,Sylvia Plath,T,39,12,Plath,General Fiction
The Unabridged Journals of Sylvia Plath,Sylvia Plath,U,52,39,Plath,General Fiction
The Republic,Plato,R,7,12,Plato,General Fiction
Until I Die,Amy Plum,U,71,11,Plum,General Fiction
Eureka,Edgar Allan Poe,E,49,6,Poe,General Fiction
The Raven,Edgar Allan Poe,R,5,9,Poe,General Fiction
Yes Please,Amy Poehler,Y,7,10,Poehler,General Fiction
The Space Merchants,Frederik Pohl,S,91,19,Pohl,Science Fiction
The Quantum World,John Polkinghorne,Q,95,17,Polkinghorne,General Fiction
In Defense of Food,Michael Pollan,I,22,18,Pollan,General Fiction
The Great Divergence,Kenneth Pomeranz,G,37,20,Pomeranz,General Fiction
The Jilting of Granny Weatherall,Katherine Anne Porter,J,61,32,Porter,General Fiction
Yet Being Someone Other,Laurens van der Post,Y,40,23,Post,General Fiction
The Chosen,Chaim Potok,C,30,10,Potok,General Fiction
The Promise,Chaim Potok,P,49,11,Potok,General Fiction
The Fisher King,Anthony Powell,F,91,15,Powell,General Fiction
The Unforgotten,Laura Powell,U,64,15,Powell,General Fiction
The Yellow Birds,Kevin Powers,Y,10,16,Powers,General Fiction
The Overstory,Richard Powers,O,51,13,Powers,General Fiction
Carpe Jugulum,Terry Pratchett,C,82,13,Pratchett,General Fiction
Jingo,Terry Pratchett,J,70,5,Pratchett,General Fiction
The Amazing Maurice and His Educated Rodents,Terry Pratchett,A,54,44,Pratchett,General Fiction
The Light Fantastic,Terry Pratchett,L,76,19,Pratchett,General Fiction
The Long Earth,Terry Pratchett,L,83,14,Pratchett,General Fiction
The Unadulterated Cat,Terry Pratchett,U,24,21,Pratchett,General Fiction
Zen and the Art of Happiness,Chris Prentiss,Z,59,28,Prentiss,General Fiction
Hot Zone,Richard Preston,H,13,8,Preston,General Fiction
The Prestige,Christopher Priest,P,22,12,Priest,General Fiction
The History of Mary Prince,Mary Prince,H,58,26,Prince,Biography/History
The Vixen,Francine Prose,V,75,9,Prose,General Fiction
The Shipping News,Annie Proulx,S,30,17,Proulx,General Fiction
In Search of Lost Time,Marcel Proust,I,17,22,Proust,General Fiction
Swann's Way,Marcel Proust,S,24,11,Proust,General Fiction
His Dark Materials,Philip Pullman,H,35,18,Pullman,General Fiction
Northern Lights,Philip Pullman,N,96,15,Pullman,General Fiction
The Golden Compass,Philip Pullman,G,7,18,Pullman,General Fiction
The Ruby in the Smoke,Philip Pullman,R,73,21,Pullman,General Fiction
The Revenant,Michael Punke,R,70,12,Punke,General Fiction
Bowling Alone,Robert Putnam,B,41,13,Putnam,General Fiction
The Godfather,Mario Puzo,G,9,13,Puzo,General Fiction
Quartet in Autumn,Barbara Pym,Q,25,17,Pym,General Fiction
Gravity's Rainbow,Thomas Pynchon,G,49,17,Pynchon,General Fiction
The Crying of Lot 49,Thomas Pynchon,C,37,20,Pynchon,General Fiction
Vineland,Thomas Pynchon,V,33,8,Pynchon,General Fiction
Kickboxer,Albert Pyun,K,97,9,Pyun,General Fiction
Understanding Rachel Carson,Arlene Quaratiello,U,66,27,Quaratiello,General Fiction
The Good Luck of Right Now,Matthew Quick,G,86,26,Quick,General Fiction
One True Thing,Anna Quindlen,O,27,14,Quindlen,General Fiction
Ishmael,Daniel Quinn,I,23,7,Quinn,General Fiction
The Rose Code,Kate Quinn,R,84,13,Quinn,General Fiction
The Imperfectionists,Tom Rachman,I,84,20,Rachman,General Fiction
The Quantum Thief,Hannu Rajaniemi,Q,19,17,Rajaniemi,General Fiction
Anthem,Ayn Rand,A,12,6,Rand,General Fiction
Atlas Shrugged,Ayn Rand,A,3,14,Rand,General Fiction
The Fountainhead,Ayn Rand,F,14,16,Rand,General Fiction
We the Living,Ayn Rand,W,81,13,Rand,General Fiction
Knots and Crosses,Ian Rankin,K,35,17,Rankin,General Fiction
Ella Baker and the Black Freedom Movement,Barbara Ransby,E,84,41,Ransby,General Fiction
One Foot in Eden,Ron Rash,O,68,16,Rash,General Fiction
The Westing Game,Ellen Raskin,W,15,16,Raskin,General Fiction
The Yearling,Marjorie Kinnan Rawlings,Y,2,12,Rawlings,General Fiction
Where the Red Fern Grows,Wilson Rawls,W,12,24,Rawls,General Fiction
Village School,Miss Read,V,46,14,Read,General Fiction
The New Rules of Marriage,Terrence Real,N,63,25,Real,General Fiction
Save Me the Plums,Ruth Reichl,S,39,17,Reichl,General Fiction
The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,S,40,33,Reid,General Fiction
Natural Selection,Dave Reidy,N,90,17,Reidy,General Fiction
Ice Station,Matthew Reilly,I,20,11,Reilly,General Fiction
All Quiet on the Western Front,Erich Maria Remarque,A,8,30,Remarque,General Fiction
The King Must Die,Mary Renault,K,34,17,Renault,General Fiction
"Zen Flesh, Zen Bones",Paul Reps,Z,39,20,Reps,General Fiction
The Queen of Water,Laura Resau,Q,49,18,Resau,General Fiction
Curious George,H.A. Rey,C,99,14,Rey,General Fiction
The Young Hemingway,Michael Reynolds,Y,55,19,Reynolds,General Fiction
The Young Hemingway,Michael Reynolds,Y,79,19,Reynolds,General Fiction
The Young Hemingway,Michael Reynolds,Y,91,19,Reynolds,General Fiction
Year of Yes,Shonda Rhimes,Y,22,11,Rhimes,General Fiction
Voyage in the Dark,Jean Rhys,V,43,18,Rhys,General Fiction
Wide Sargasso Sea,Jean Rhys,W,22,17,Rhys,General Fiction
Interview with the Vampire,Anne Rice,I,5,26,Rice,General Fiction
Queen of the Damned,Anne Rice,Q,3,19,Rice,General Fiction
The Mayfair Witches,Anne Rice,M,87,19,Rice,General Fiction
The Vampire Armand,Anne Rice,V,67,18,Rice,General Fiction
The Vampire Chronicles,Anne Rice,V,2,22,Rice,General Fiction
The Lost Art of Keeping Secrets,Eva Rice,L,95,31,Rice,General Fiction
The Geometry of Sisters,Luanne Rice,G,96,23,Rice,General Fiction
Understanding Your Teenager,Wayne Rice,U,81,27,Rice,General Fiction
Zen and Now,Mark Richardson,Z,81,11,Richardson,General Fiction
The Apprenticeship of Duddy Kravitz,Mordecai Richler,A,70,35,Richler,General Fiction
The Lost Wife,Alyson Richman,L,91,13,Richman,General Fiction
The Year of Fog,Michelle Richmond,Y,57,15,Richmond,General Fiction
European Dreams,Jeremy Rifkin,E,25,15,Rifkin,General Fiction
The End of Work,Jeremy Rifkin,E,85,15,Rifkin,General Fiction
Hollow City,Ransom Riggs,H,85,11,Riggs,General Fiction
Miss Peregrine's Home for Peculiar Children,Ransom Riggs,M,64,43,Riggs,Children
The Japanese Tea Ceremony,Sen no Rikyu,J,92,25,Rikyu,General Fiction
The Jukebox Queen of Malta,Nicholas Rinaldi,J,84,26,Rinaldi,General Fiction
The Other Typist,Suzanne Rindell,O,80,16,Rindell,General Fiction
Heroes of Olympus,Rick Riordan,H,66,17,Riordan,General Fiction
The Sea of Monsters,Rick Riordan,S,64,19,Riordan,General Fiction
The Unthinkable,Amanda Ripley,U,22,15,Ripley,General Fiction
The Joan Rivers Position,Joan Rivers,J,23,24,Rivers,General Fiction
The Voyeur,Alain Robbe-Grillet,V,69,10,Robbe-Grillet,General Fiction
Fierce Invalids Home from Hot Climates,Tom Robbins,F,31,38,Robbins,General Fiction
Jitterbug Perfume,Tom Robbins,J,85,17,Robbins,General Fiction
Still Life with Woodpecker,Tom Robbins,S,73,26,Robbins,General Fiction
The Reef,Nora Roberts,R,99,8,Roberts,General Fiction
The Villa,Nora Roberts,V,88,9,Roberts,General Fiction
Valley of Silence,Nora Roberts,V,87,17,Roberts,General Fiction
Vision in White,Nora Roberts,V,74,15,Roberts,General Fiction
Year One,Nora Roberts,Y,28,8,Roberts,General Fiction
The Duck Commander Family,Willie Robertson,D,68,25,Robertson,General Fiction
Your Money or Your Life,Vicki Robin,Y,70,23,Robin,General Fiction
Monkey Beach,Eden Robinson,M,96,12,Robinson,General Fiction
Red Mars,Kim Stanley Robinson,R,54,8,Robinson,General Fiction
The Joy of Cooking,Irma S. Rombauer,J,12,18,Rombauer,General Fiction
Normal People,Sally Rooney,N,40,13,Rooney,General Fiction
The Unlikely Disciple,Kevin Roose,U,91,21,Roose,General Fiction
Young Money,Kevin Roose,Y,88,11,Roose,General Fiction
Parallel Lives,Phyllis Rose,P,56,14,Rose,General Fiction
The Unraveling,Benjamin Rosenbaum,U,62,14,Rosenbaum,General Fiction
The Quantum Enigma,Bruce Rosenblum,Q,91,18,Rosenblum,General Fiction
Quest for Fire,J.H. Rosny-Aîné,Q,22,14,Rosny-Aîné,General Fiction
American Pastoral,Philip Roth,A,46,17,Roth,General Fiction
Everyman,Philip Roth,E,92,8,Roth,General Fiction
"Goodbye, Columbus",Philip Roth,G,40,17,Roth,General Fiction
Nemesis,Philip Roth,N,50,7,Roth,General Fiction
Portnoy's Complaint,Philip Roth,P,74,19,Roth,General Fiction
The Ghost Writer,Philip Roth,G,57,16,Roth,General Fiction
The Human Stain,Philip Roth,H,25,15,Roth,General Fiction
The Zuckerman Bound,Philip Roth,Z,62,19,Roth,General Fiction
Divergent,Veronica Roth,D,9,9,Roth,General Fiction
Insurgent,Veronica Roth,I,57,9,Roth,General Fiction
The Kingkiller Chronicle,Patrick Rothfuss,K,59,24,Rothfuss,General Fiction
The Name of the Wind,Patrick Rothfuss,N,9,20,Rothfuss,General Fiction
Fantastic Beasts and Where to Find Them,J.K. Rowling,F,46,39,Rowling,General Fiction
Harry Potter and the Philosopher's Stone,J.K. Rowling,H,1,40,Rowling,General Fiction
Quidditch Through the Ages,J.K. Rowling,Q,13,26,Rowling,General Fiction
Sorcerer's Stone,J.K. Rowling,S,67,16,Rowling,General Fiction
The Order of the Phoenix,J.K. Rowling,O,37,24,Rowling,General Fiction
Very Good Lives,J.K. Rowling,V,25,15,Rowling,General Fiction
The God of Small Things,Arundhati Roy,G,19,23,Roy,General Fiction
The God of Small Things,Arundhati Roy,G,60,23,Roy,General Fiction
The God of Small Things,Arundhati Roy,T,48,23,Roy,General Fiction
The Four Agreements,Don Miguel Ruiz,F,10,19,Ruiz,General Fiction
The Essential Rumi,Jalal ad-Din Rumi,E,87,18,Rumi,General Fiction
"East, West",Salman Rushdie,E,76,10,Rushdie,General Fiction
Midnight's Children,Salman Rushdie,M,13,19,Rushdie,Children
Midnight's Children,Salman Rushdie,M,78,19,Rushdie,Children
The Enchantress of Florence,Salman Rushdie,E,23,27,Rushdie,General Fiction
The Jaguar Smile,Salman Rushdie,J,37,16,Rushdie,General Fiction
The Satanic Verses,Salman Rushdie,S,23,18,Rushdie,General Fiction
Swamplandia!,Karen Russell,S,77,12,Russell,General Fiction
The Sparrow,Mary Doria Russell,S,27,11,Russell,General Fiction
Empire Falls,Richard Russo,E,12,12,Russo,General Fiction
Nobody's Fool,Richard Russo,N,22,13,Russo,General Fiction
London,Edward Rutherfurd,L,49,6,Rutherfurd,General Fiction
The Forest of Hands and Teeth,Carrie Ryan,F,41,29,Ryan,General Fiction
Zero Option,Chris Ryan,Z,49,11,Ryan,General Fiction
Esperanza Rising,Pam Muñoz Ryan,E,22,16,Ryan,General Fiction
